Liatháin,sciatháin
Tagann,Tugann
háirithe,éirithe
Corp,Corr
work,works
chlainne,chlann
log,low
Mhóráin,ghráin
Lus,Las
corrach,scornach
aimsithe,eisithe
Dhaid,chaid
Cába,Cáca
córasach,cnuasach
die,dhe
dheanamh,dhéanadh
Ned,red
deonach,aonach
Fhrainc,Fhraincis
an,uan
hmm,ham
againne,bainne
Radharc,adharca
Déardaoin,Deardaoin
Bhéarla,bhéarla
Comhbhrón,chomhbhrón
ardú,hardú
million,milliún
fhógairt,fógairt
fé,fb
tamaill,teampaill
linn,tinn
Muircheartaigh,Mhuircheartaigh
scaipeadh,scaipeann
ghruaige,gruaig
Altan,Alban
achair,athair
ise,se
chéanna,cheann
baineadh,bhainfeadh
Domhan,Domhain
féadfaidh,fhéadfadh
carachtair,charachtair
bhuil,bhfuil
glaonna,glanta
comhdhéanta,lámhdhéanta
sheomra,sheolta
earrach,gearradh
mhaitheasa,chaitheas
Barraíocht,earcaíocht
taistil,aisti
Áis,eis
té,tré
la,ll
Bhuiséad,Buiséad
bhac,bhanc
tú,tv
conspóide,gconspóid
déanadh,ndéanfadh
labhair,cathair
Foclóir,fhoclóir
Y,j
leanacht,ceannacht
z,á
bhriste,chiste
chuimhnigh,cuimhnigh
Iarnród,iarnróid
en,eo
inn,inne
chainte,phaiste
dhóibh,dóibh
mbunreacht,bunreacht
tréimhsí,réimsí
tógfaidh,dtógfaidh
hiomláine,hiomlán
hiarratais,iarratais
Iománaíochta,iománaíochta
cathrach,cabhlach
Goan,Gan
Scamaill,Scamall
rinneadh,chinneadh
beach,teach
scéim,scéin
chúinne,chinn
Grianna,Greann
fud,rud
Pháirc,pháirc
Tapaigh,Tacaigh
ré,fré
Comh,domh
go,ga
Dad,Das
Mhearcair,mearcair
Rogha,rogha
Téir,léir
hot,got
Dealgan,Declan
mbuidéal,mbuiséad
no,ni
Joy,Jay
Maigh,Mhaigh
chaitheas,bhraitheas
f,i
beat,beag
Seol,ceol
le,lí
Troid,troid
iúl,súl
Bharraigh,mharaigh
De,Der
cúnta,cúntas
eacnamaíochta,heacnamaíochta
yo,do
baineann,baineadh
Bar,Br
Banríona,Banríon
tír,tir
Radharc,radhairc
paindéime,phaindéim
Tir,oir
Sam,San
fave,gave
Banna,banna
Co,Cú
cheol,heol
hiad,iad
c,ce
Comhairle,Comhairlí
ghaolta,gaolta
Breathnach,breathnachc
Choileáin,Chaisleáin
dtógann,tugann
deasc,deasa
shín,shon
coill,chill
phointe,pháiste
dheánamh,deanamh
Brandon,Brendan
Comhairlí,Comhairle
tirim,tirime
cumasaí,cumas
oifigiúl,hoifigiúil
My,Mc
Pat,Part
Ghaelscoil,nGaelscoil
bParlaimint,Parlaiminte
pm,dm
Bí,Brí
ni,np
athraíonn,labhraíonn
boy,bog
Mass,Mars
deanamh,dheánamh
Old,Ord
éalaigh,éadaigh
on,son
chostasach,costasach
ur,ár
A,v
shíleann,síleann
bit,bith
Cluiche,cluichí
ghlacadh,ghlacas
Chathail,Chatháin
iolar,iolra
Smyth,Smith
Rinne,rinne
gné,ngné
Luasa,Luas
Breatnaise,mBreatnais
Tour,your
Ua,da
No,Na
Baba,Baby
ol,rl
chan,cha
Any,And
Schools,schools
dhearthár,dearthár
Vótáil,vótáil
aer,fer
i,b
Mare,Marx
chum,chím
lé,dé
man,san
dínn,donn
comhraic,comhair
gcompord,chompord
gníomhaíochta,gníomhaíochtaí
al,Ól
Múinteoir,cainteoir
hi,hit
Cliceáil,seiceáil
phríomhfheidhmeannach,príomhfheidhmeannach
clear,cleas
Ró,mó
Craoltóir,gcraoltóir
Shleacht,cheacht
Choiriúil,coiriúil
Chaoimhe,Craoibhe
Cás,Cá
Scaifte,Scaití
chogadh,cogaidh
Sun,bun
halainn,hÁrainn
gcomharthaí,chomharthaí
bá,by
com,cor
can,cac
bhfostú,fhostú
Sula,sula
mhórchuid,mórchuid
Cé,Cú
dhinnéar,dinnéir
marcáilte,pacáilte
dheacra,dheacair
nGaeilge,iGaeilge
Chluain,ghluais
Flynn,Flann
triail,thriail
tuilleadh,mhilleadh
Mhárta,Márta
Scannáin,scannán
Scannell,Scannal
Ceathair,leathair
ord,ort
dtaca,taca
theaghlach,teaghlach
Ghallchóir,Gallachóir
baisteadh,baineadh
Teilifís,teilifís
chruinne,cruinn
K,x
cathanna,ndathanna
ngrád,grád
Aird,aird
slite,dlite
ú,r
Guaire,uaire
bhreith,bhrúigh
hat,that
Den,Dei
gunnaí,gunna
Ch,C
aois,anois
oifigiúl,oifigigh
shinsearacha,shinsearach
hos,has
caite,caith
chor,chol
léachta,lacha
Gheall,mheall
im,m
amhlaidh,samhraidh
thábhacht,thábhachtaí
oíche,hoíche
Ch,h
Ól,ol
Iomlán,iomlán
bronnfar,bhronntar
bhfolach,baolach
Eye,Eve
púca,póca
dualgas,ndualgais
sent,cent
At,Act
romhaibh,rómhaith
curtha,cumtha
No,no
corn,corr
habair,abair
feirm,fheirm
Mara,Mata
N,Ó
pheil,peil
díobh,díbh
Q,l
síol,síor
bhuaigh,haigh
Coleman,Colmán
bpointe,point
Cór,ór
Rois,Ross
Chonaic,Chosain
ionraic,ionradh
Leanfar,leanfar
aibí,airí
sár,nár
eachtraí,eachtra
Ticéidí,Ticéid
earrach,torrach
Diabhail,gabhail
Fraincís,Fraincise
teaching,teachín
uair,uait
comhraic,comhréir
fhógair,dhóbair
Ceoltóir,Craoltóir
Bhunaigh,chónaigh
chaitheadh,caitheadh
Another,other
ta,da
Garda,arda
pasta,sasta
Mháille,Moville
seachtó,ceacht
chluas,chuas
Conradh,toradh
Al,ol
muid,muis
Bar,ar
ghnó,gnó
Sualainne,bialainne
thank,thanks
र,x
bhunaithe,bhunaigh
Chomórtais,chomórtais
balla,ball
mbradán,bradán
Tacaíochta,tacaíochtaí
l,lá
Éasca,easca
bhainis,bhainim
rothaithe,roghnaithe
teachín,teach
meirg,mairg
mhall,shall
léas,léan
gon,non
Suaimhneas,suaimhneas
déanfar,déanaí
fiúntach,diúltach
riabhach,rabhadh
P,p
Dáire,náire
léann,leann
Beartla,Bearna
Riarthóir,hiarrthóir
dtaisce,taisce
Léargas,léargas
leantar,lenar
chorrach,torrach
Cogadh,cogadh
Teastas,teastas
iasc,tasc
ceachtar,carachtar
Grande,Grand
cluichí,gcluichí
Phríomh,shuíomh
had,ham
Sheachtain,tSeachtain
did,died
reic,raic
nAmhrán,Amhrán
dhéanfar,dhéanfas
Óige,uige
leá,les
Céadaoine,Chéadaoin
shit,seit
bas,bus
fholúntas,bhfolúntas
bhinn,binn
ghluais,gcluas
fhostaíocht,fostaíochta
athlá,athló
Maireann,fireann
imríonn,éiríonn
cú,acú
leantar,deanta
Mham,Mhamó
Ultaigh,Ultaise
dTreabh,dreach
damh,amh
Cheana,cheana
tuairime,tirime
Scannal,scannal
Hey,He
Met,net
gás,gáis
bas,was
phointe,choiste
ta,ha
árd,áird
fhágann,fhágaint
Shraith,Sraith
ceall,ciall
las,has
sciorta,scriosta
gceithre,gceathrú
dheas,bheas
Barr,iarr
Tree,tree
de,dm
dtaisce,gaisce
dhéanfaidh,fhanfaidh
gcáineadh,cháineadh
ath,lth
gála,sála
cleasaithe,leasuithe
X,Ó
scaoiltear,scaoilfear
fhéadfadh,féadfaidh
Rís,fís
Lab,Lae
Marbh,arbh
Sheirbhís,Seirbhís
coillte,fillte
Teachtaí,ceachtar
train,trian
leannáin,leannán
have,hate
beart,heart
Muineacháin,Mhuineacháin
Box,Bob
comhscóir,chomhscór
dhearna,bhearna
lár,cár
thairis,thuairisc
Tosaíodh,ionsaíodh
Hare,Harte
Doireann,maireann
de,due
má,pá
know,known
Catháin,Cadhain
chuaigh,chuairt
Bl,Bn
gearradh,gealladh
Lí,fí
fhaca,thaca
chúis,chúil
mhuir,chuir
Bailte,Baiste
ban,fan
los,lost
chéad,chéid
achainí,achair
diosca,dioscó
Bhaile,Baile
mhalartú,mhalairt
bíseach,biseach
hearraí,garraí
oll,olla
gaiscí,gaisce
ar,er
Tae,lae
Báisteach,aisteach
saoiste,gaiste
thiarna,tarna
bheartaigh,theastaigh
mheasúnú,measúnú
méar,géar
leathair,meabhair
Ól,ll
áin,gin
Set,Se
Connacht,aontacht
dhialann,dialann
imeacht,éifeacht
fad,iad
Micheal,Mícheál
gé,né
cost,tost
teann,ceann
thaitneodh,thaitneamh
gaire,faire
His,eis
Éad,cad
Mind,mind
W,o
gabhail,cabhair
ceisteanna,deiseanna
cliceáil,feiceáil
Samhlaím,Samplaí
dheacra,dhearna
Leanfar,leantar
dátheangach,dhátheangach
MP,Mí
bh,sh
lad,lag
conradh,codladh
mná,ná
Feasa,measa
Féasta,céasta
sin,hin
Ar,Arm
Dá,rá
leannáin,scannáin
haois,ghaois
Gar,war
meath,math
fearainn,feamainn
áite,site
meabhrach,chabhrach
Mheithimh,feithimh
MaighEo,Maigh
Déan,déan
eiteach,aisteach
maraíodh,ardaíodh
Main,rain
pá,p
mada,mad
cuimhneach,suaimhneach
Cuimhne,Cuimhním
fhearadh,fheara
Ceoltóirí,cheoltóirí
in,ian
Choróin,choróin
tháirgí,pháirtí
dtabharfar,dtabharfaí
ón,Ón
bhunscoile,bhunscoil
Balla,alla
Cuirfidh,tuigfidh
Pádraic,Páraic
Modern,Moderna
it,ist
phacáiste,pháiste
bheag,beag
alán,slán
Bhunreachta,Bhunreacht
non,won
chuirfinn,gcuirfinn
Leighis,Leigheas
bhriste,baiste
Shinsir,sinsir
ab,ba
nascadh,loscadh
Man,Mac
heaspaig,heaspa
bhféachann,fhéachann
samhlaíocht,samhlaíoch
héileamh,éileamh
pacáiste,pháiste
Fé,lé
chinneadh,chinnteodh
Nás,Nós
born,bron
Thaoisigh,thoisigh
Thugas,Thuas
cháipéis,gcáipéis
chearta,dhearna
tuismitheoirí,tuismitheoir
mheáchan,mheáchain
leithéad,leitheid
ú,v
fhágamar,thugamar
Amárach,amarach
bhailte,bhainne
labhair,lachain
nois,cois
lar,tar
mian,mban
choinne,roinne
Fál,fál
guail,buail
draíochta,radaíochta
Red,Rex
hiontach,ciontach
Athbheochan,athbheochan
fóilleach,filleadh
bhac,mhac
comhlíonadh,chomhlíonadh
Chú,Ché
Finne,Finn
Fhoras,Foras
Uí,lí
cheannsa,ceanna
d,úd
Lig,Liú
tuairisciú,thuairisciú
dearfaí,leanfaí
Liú,liú
past,pass
eitleán,oileán
amú,amp
phríomh,príomha
bhronntar,bhronnta
Cc,Cé
McCartney,McCarthy
fearadh,bearradh
Thaitin,Thairis
clann,chlann
Tuillte,muilte
Sasanacha,Shasanach
E,u
ceadúnais,cheadúnas
chéid,mhéid
shaorga,shaolta
chaitear,chailltear
Cheapacháin,ceapacháin
thoiligh,taoisigh
Bí,mí
my,mé
rothair,othar
le,leá
craolta,claonta
C,u
aid,aird
Dance,dance
Iarthar,athar
weather,rather
Chuaig,Cuaig
Ms,gs
Ceapadh,cheapadh
Laoch,caoch
teorann,fearann
Aontaíodh,gortaíodh
charraig,tharraing
ceo,eo
Sport,bport
boc,boy
cfdeise,deise
Gallda,gallda
Seolfar,seolfar
gCartlann,chartlann
sex,se
Cogar,cogar
inteacht,intleacht
Mhanann,fhanann
greanta,gceantar
mholtar,míolta
tháirgí,táirgí
dearbhú,dhearbhú
Fheidhmeannais,Feidhmeannas
Fhinne,Féinne
B,Bl
dtíre,tíre
Fháilí,Fhailí
iontais,aontas
sheasas,sheas
míniú,mhíniú
comhdháil,comhdhúile
short,sort
bealach,mbealach
fadhb,fhadhb
ghiolc,giolc
Cille,bille
LE,La
fire,mire
duinn,dúinn
gabhair,abair
dúshlán,dhúshlán
thugamar,thángamar
McDonagh,Donagh
Béaloideas,mbéaloideas
Ardaíonn,ardaíonn
dhéanaí,dhéanamh
Ollscoile,hOllscoil
dhearnadh,dearadh
áiteacha,áiteamh
rang,lang
éilíonn,airíonn
Denise,Deoise
fháinne,fhine
Bhuiséad,mBuiséad
men,len
bi,mi
Mhuirí,Mhuire
hiarrthóirí,hiarrthóir
as,ds
Is,In
céime,béime
lem,leo
Tíogair,Tíogar
comharchumann,comharchumainn
uchtach,chuach
Boyd,Bond
timpeall,thimpeall
bhuachtaint,buachaint
cóiméad,nóiméad
go,gá
tríocha,príomha
Mhaith,chaith
ta,sa
Chorcaí,Ciorcal
guth,guta
Feidhmeannas,Feidhmeannach
eir,aeir
só,nó
mo,do
beochta,crochta
róshásta,míshásta
Aduaidh,ndiaidh
Cartlann,gCartlann
Live,Love
dhearmad,dhearadh
Mháille,Mháire
caithim,daithi
mhalairt,malairt
dhéanfaí,déanfar
Oir,fir
mhiste,chiste
buaille,bhaill
manaigh,aonaigh
mall,maol
Uibh,Uimh
Aonghuis,Aonghus
Luadh,Luath
bl,bld
Luas,suas
UL,Ui
ma,m
fhorbair,hobair
Le,me
gConnachtach,Connachtach
Gaidhlig,Gháidhlig
Band,hand
mas,mass
re,rí
Éisteacht,inteacht
aontú,aonrú
dom,dog
Parlaiminte,parlaiminte
eangach,earrach
linn,pinn
Bean,Beag
Lean,Leon
chuaidh,chuid
wait,ait
chroitheadh,croitheadh
samhlaigh,amhlaidh
Buí,suí
Dia,Da
Chomhrá,Chomh
háite,ráite
Maguire,Maire
colúnaí,colún
buaille,baile
Sábháil,shábháil
as,eas
fia,fiu
Pairc,Páirc
ceapaim,cheapaim
si,sic
Achomhairc,chomhair
champas,clampar
leochaileacha,leochaileach
mbealach,bealach
gcontae,gonta
show,shows
grianghraf,grianghraif
is,es
cuntais,chuntais
as,am
Stáid,atáid
ceoil,seoil
litreach,eitneach
Cnuasach,gnéasach
Hill,aill
toitín,poitín
leathré,leathan
blaiseadh,bhlaiseadh
nImirceach,inimirceach
ionainn,ionaid
bisiúil,Áitiúil
seachas,shaghas
siar,sia
took,too
DAS,DS
Chogadh,cogadh
bl,al
Chabháin,ghabháil
Tagairt,eagair
gcósta,cósta
z,p
Tarraingíonn,Tarraingíodh
leá,let
theas,bheas
Am,A
saoiste,coiste
choiste,phoist
Toraigh,portaigh
las,bas
ar,lar
gcáineadh,gcinneadh
Un,on
Bille,bille
Leas,leas
aithint,haithint
W,h
tógfaidh,thógfadh
ve,le
dlúth,dhlúth
dí,ds
Gold,cold
déantar,déanaí
V,s
cá,tá
tús,thús
píosa,cíosa
chuirfear,chuirfeas
hálainn,cholainn
Malairt,Mairt
Den,Der
cóir,cóip
closed,close
car,cara
Mi,Mic
dhearna,cheana
han,man
toscairí,toscaire
sar,tar
AniarTV,Aniar
Chaoimh,Chaoimhín
tar,tag
Dá,Dó
béile,béil
Mara,Mhara
shearbh,gharbh
chabhródh,gcabhródh
Polainne,clainne
Aodán,Aogán
náireach,áireamh
chónaigh,chuaigh
Thiarna,bhearna
Choinn,Coinn
thiománaithe,tiománaithe
Ghleann,gleann
Spéisiúil,spéisiúl
scéal,sceal
chomharsan,comharsana
Seisiún,Stáisiún
críocha,críochnú
Chrócaigh,Chorcaigh
cathair,comhair
ban,nan
againne,alainn
gaelach,iallach
goo,go
samplach,samplaí
Shatarn,Satharn
Loinsigh,coinnigh
crá,trá
r,i
canúint,chanúintí
thrácht,trácht
gcultúr,chultúr
sia,sea
ghaisce,taisce
ordaigh,Éadaigh
séanadh,déanadh
Acmhainn,romhainn
ndeara,ndearna
Cailíní,cailiní
F,t
hothair,othar
Sruthán,ghuthán
ceolchoirme,ceolchoirm
Mona,Mon
fhágfaidh,fhágfadh
chogaidh,cogadh
mhéadaigh,cheadaigh
dán,den
gcláracha,cláracha
leanadh,léasadh
éifeacht,éineacht
fostaithe,folaithe
Ed,El
choinne,shloinne
traenáil,thraenáil
Seachtar,seachtar
Baineadh,Baineann
car,carr
bhainfidh,mbainfidh
Spáinne,Spáinnise
Luachra,Leabhra
Michaela,Michel
o,É
phlandaí,planda
Seanchas,seachas
deas,dea
tor,mor
eisiach,biseach
ní,uí
thuigtear,dtuigtear
staideanna,stailceanna
meh,eh
chúrsaí,cúrsa
sé,sa
fhail,fhaid
shéasúr,séasúir
bhfianaise,fhianaise
foighne,foirne
TJ,Tú
Her,der
Ar,Art
Thaoiseach,aoiseach
darna,dara
à,Í
Aontais,cuntais
mol,gol
Cadhnach,Cathrach
am,amp
píopa,píosa
éad,céad
craic,raic
láidir,laidir
buaine,buaite
cloí,claí
thall,chall
champas,chorpas
cailíní,chailín
hUltaise,hUltaigh
dhrugaí,druga
cheirde,hairde
deanamh,dheanamh
m,má
Bealach,salach
Rómhánach,Rómhánaigh
mire,mine
cheithre,cheathrú
dearg,dearga
all,oll
Dáiríre,dáiríre
May,Mam
ngarraí,hearraí
chapaill,capall
bhunús,bhunú
Dúin,Dún
gorm,form
bag,bags
AilbheOM,Ailbhe
tóin,dtóin
leanúnacha,leanúnach
Quinn,puinn
spreagúil,spreagúla
Ceantar,ceantar
did,aid
níor,cíor
mboscaí,mbosca
nDaoine,ndaoine
La,Le
aibhneacha,aighneacht
Díreach,díreacha
thairiscint,tairiscintí
tSraith,Srath
Uafásach,uafasach
ait,áit
BF,Be
cheisteanna,ceisteanna
soip,soir
nGall,Gall
Fadhbanna,fadhbanna
Thigh,thigh
il,áil
Comhar,gComhar
Antoine,Anton
ba,bá
Cártaí,cártaí
gréasáin,bréagáin
thrí,thrá
Flaithearta,Fhlaithearta
snaidhm,maidhm
gcroílár,chroílár
Moltaí,Moltar
fhágfadh,bhfágfadh
tSaoi,tSaoil
Bl,l
mura,muca
muin,tuin
cheapadh,ceapadh
nia,bia
Go,o
Fomhair,mhair
phaidir,laidir
Óige,Óig
Du,Da
phraiticiúil,praiticiúil
phearsanta,pearsana
gcumas,gcuma
coróin,íoróin
X,v
aduaidh,chuaidh
Thóg,thóg
Coinn,Coinín
seachtain,seachaint
glactha,laetha
ur,yr
cait,caite
Dhún,dhún
Treise,treise
soilsiú,moilliú
cuimhne,gcuimhne
deacrachtaí,deacracht
lae,law
síos,síor
W,x
Un,Ui
Chorr,Chora
Léith,féith
bhuann,bhuan
cháis,cáis
roghnóidh,roghnódh
rís,rás
Ceannaire,ceannaire
siopa,shiopa
shaothair,saothar
tiomána,tiomanta
phós,prós
díon,díol
dada,data
ceadaithe,neadaithe
dhaoibh,dtaobh
d,dé
oir,Óir
bhóthar,hothar
póilíní,phóilín
Siamsaíocht,siamsaíochta
k,uk
abhaile,mbaile
tástáil,thástáil
IE,If
id,did
Earraigh,farraigí
N,í
Cúise,Cúis
malairt,malartú
cleachtais,cleachtadh
buile,tuile
trácht,tráchta
my,má
Uachtarach,Uachtaraí
fhoilsithe,fhoilsigh
Airt,Airm
chláraigh,chlúdaigh
ghrád,ghrá
Faisean,faisean
lóchrann,labhrann
Thá,phá
sciar,scian
Beir,eir
Só,Sr
bhriathar,briathar
cach,cath
ngearán,gearán
coiriúil,cairdiúil
cháirde,tháirge
ma,am
Garry,Gary
o,ho
Rinneadh,chinneadh
me,má
phointe,phaiste
An,Ann
gcathracha,cathrach
Gorma,Grma
Mhol,mhol
chat,chac
seachtú,ceacht
cine,cinn
Thrones,Tyrone
liúntais,iontais
hEochaidh,Eochaidh
bun,bunú
Scáth,scáth
forais,dorais
Thug,Thóg
ámharaí,mearaí
fhuar,fuar
ceardlann,cheardlann
nglacfadh,glacfaidh
Thithe,Tithe
men,mean
aite,caite
Leasa,teasa
frítheadh,ritheadh
bport,sport
ndear,dear
chlann,clann
Durcan,Durkan
gcéilí,céilí
Cha,Ch
dtoghchán,toghchán
stailce,tailte
blag,flag
á,É
Mham,Mhám
tíreolaíochta,síceolaíochta
lá,gá
teasa,feasa
scolaíochta,aclaíochta
gcúiseanna,gceisteanna
briathar,mbriathar
samhraidh,amhlaidh
ceangal,eagal
mas,mad
Ealaíona,healaíona
te,to
é,té
chomhréalta,chomhrialtas
chathair,cathain
Dó,Du
cleachta,imeachta
cuairt,buairt
díospóireacht,ndíospóireacht
Bródúil,bródúil
Chogaidh,Chogadh
chrainn,chugainn
Bháin,Báin
Mharaigh,sháraigh
an,aw
Mhuiris,chuirim
aite,aiste
Muc,Mac
óga,ga
chróga,bhróga
díom,dhom
les,las
Mhanainn,fhanann
hiarratais,hiarratas
bPolainn,colainn
Rónáin,Rómáin
col,lol
tù,tá
Eo,fo
Iarthair,hathair
x,w
AS,Aw
Ca,ea
samhlaíocht,umhlaíocht
Sé,hé
Ceallacháin,Craolacháin
dhochtúir,dochtúirí
caitear,luaitear
Dan,ban
Fuair,Fair
es,des
teallach,gealladh
Pheil,cheil
Chomhar,Chomhrá
againne,against
hábhair,habair
réaltra,réaltaí
Náisiún,stáisiún
míosúil,cosúil
ise,ist
tá,rá
den,men
chur,chun
ceoltóir,cheoltóir
Mara,Maria
bus,mbus
scóir,scoir
Rí,ní
fhiosrúcháin,fhiosrúchán
sise,mise
Phillips,Philip
like,live
íogaire,píobaire
Ha,Hi
Ceapann,leagann
í,m
Labhair,chabhair
Caoimh,naoimh
Ceisteanna,Cúirteanna
Leabhair,gcabhair
éirigh,airigh
inchinn,inchinne
Cearnóg,Chearnóg
todhchaí,thodhchaí
Du,Dr
Lios,nios
treoir,threoir
van,han
codanna,cheanna
greanta,leanta
aontaim,aontas
cas,was
Comhgháirdeas,comhghairdeas
Sár,lár
Choróin,bhróin
ceathrar,gceathrar
chorrach,chreach
tuige,nuige
Sinsearach,sinsearacha
tíre,píre
thaithin,thaitin
mothaíonn,mhaíonn
Tuairimí,thuairimí
m,z
in,i
tagraíonn,athraíonn
Chúis,Chois
marfach,marcach
Conrach,Connacht
dhéanaim,dhéanadh
Filí,File
chlainne,chainte
hi,him
heagrais,eagrais
contact,aontacht
w,ó
ow,on
eag,éag
uaim,uait
cearnach,earrach
hoideachas,oideachas
muin,móin
gcraobh,craobh
arbhair,abhar
real,seal
Pheadair,fheadair
réaltbhuíon,réaltbhuíonta
dia,dua
Clar,lar
thuairisce,thuairimse
ghaolta,dhalta
cuimhnigh,chuimhnigh
dhearna,dhearnadh
muidinne,muidne
Ind,Ina
ciontach,Íontach
féile,fhéile
ghaoithe,saoithe
chairde,haird
gá,grá
sagairt,fógairt
Les,Lus
cabhair,hábhair
bionn,fionn
aistriúcháin,haistriúchán
dúil,dhúil
port,gort
riamh,réamh
Chultúr,Cultúir
thailte,thaisme
bagrach,lasrach
Mír,Mor
Saint,caint
was,wasn
gcuirfinn,gcuireann
means,seans
scanradh,conradh
ghluaisteán,ghluaisteáin
moltar,moltaí
Cat,Cac
Ghabh,ghabh
Liosta,liosta
Chluain,Chosain
Tá,Tú
insíodh,insíonn
gaelacha,gaeltacht
Bhearna,cheana
Cailleach,Chailleach
marc,mac
doicheall,dhícheall
Shinsir,Sinsir
leaidín,maidín
त,i
ruathair,tuathail
comharba,comharsa
Déisigh,Dhúisigh
tailte,thailte
léaráid,pharáid
imríodh,imreodh
club,gclub
ac,acu
ardaithe,tarlaithe
ite,fite
cleachtaí,cleachtais
Má,cá
cheathrú,gceathrú
cuireann,chuireann
chaitheadh,chaitheamh
cloiste,gcoiste
Oibrithe,áirithe
gan,gann
chlasaiceach,clasaiceach
W,z
dticéad,ticéid
hainnise,bainise
luath,tuath
mbuille,buile
éag,éan
No,Nod
fhiosrú,bhfiosrú
dath,data
cuisle,tuisle
Ceardlann,Cartlann
Yo,mo
tu,nu
Steip,teip
teachta,traochta
Ainmneacha,hainmneacha
Cliste,cliste
con,won
Filíochta,Filíocht
chinnte,cháinte
shaothrú,hathrú
shine,thine
Eta,Eva
crann,rann
chló,cló
toscaireacht,stocaireacht
teas,leas
suite,sáite
dáin,dein
nGiúdach,Giúdach
cúlaithe,múnlaithe
ghearáin,ghráin
Beartla,deartha
Os,gs
Chomhar,thomhas
réalteolaíocha,réalteolaíocht
gCluichí,cluichí
De,we
Creidim,Creid
oibríonn,éiríonn
óna,Úna
bhail,bhaill
tiomáint,thiomáint
dtógann,tagann
mban,mba
Eo,Eh
fánaíocht,rásaíocht
hé,né
file,mile
coiligh,doiligh
lag,log
id,idé
hell,help
Gráinne,práinne
Bhaineas,dheineas
Comhairleoirí,comhairleoirí
Íde,de
breis,mbreis
Chathail,Cathair
thoisigh,taoisigh
Troim,droim
amadáin,ardáin
réalt,réalta
fhánach,fánach
mad,gad
mholtaí,míolta
Cúige,Cúig
Dá,DÉ
mhéadar,mhéar
cuimhním,cuimhne
sasta,lasta
gConnachtach,gConnachta
úll,úlla
tua,bua
sneachta,teachta
shlánaigh,sháraigh
bld,bl
Ciarraí,barraí
thí,hí
ndéanfaí,ndéanfadh
théamaí,héadaí
Gorma,gorma
aw,ac
chlúdaigh,cheadaigh
máirseála,páirceála
PC,P
Mhóir,Mhuir
fágaint,fógairt
ruathar,athar
Chearta,cheart
Cailíní,cailíní
Chum,chum
Ceo,seo
athraigh,athraithe
gcúige,gcúig
Coláiste,gColáistí
This,his
lol,lon
bhearna,cheanna
eascraíonn,eagraíonn
chraolfar,craolfar
Cuaig,Craig
ghleann,greann
Eabhrac,Eabhrais
Dame,same
Cc,Cac
ligtear,tuigtear
Chorcaigh,shocraigh
lig,log
leitheid,leithead
We,de
réalteolaíocht,réalteolaíochta
Pas,gas
v,w
Tagairt,fógairt
fhiú,fiú
gaeilge,gaelige
phointe,point
Elaine,glaine
cúiteamh,chúiteamh
los,clos
aifreann,maireann
cumtha,cumha
chinnte,coinnle
bandaí,banda
Réalt,réalt
cé,sé
oileánda,oileán
sceall,ceall
iarradh,iarraidh
cabhair,hathair
Ceantair,leantóir
Daly,Daily
cuairteoir,buaiteoir
TG,T
tha,ta
clasaiceach,chlasaiceach
snámh,snámha
Chlasaiceach,chlasaiceach
boichte,bochta
Pro,bPro
scéalta,úrscéalta
dílseach,dílseacht
filleadh,filleann
iarrann,ifreann
carbóin,carbón
ata,data
úrscéal,Úrscéal
Breatnaise,Breataine
fhéadfadh,fheadfadh
ghramadaí,ghramadach
féith,frith
rt,ort
Bheo,cheo
Cathair,achair
gceolchoirm,ceolchoirm
Mhaolra,Mhaol
Carraige,earraigh
ceal,real
taisteal,tuiseal
gCumann,Cumann
iarradh,borradh
pasta,gasta
gcearta,gceart
buaileadh,blaiseadh
Talmhaíochta,talmhaíochta
S,i
héagóra,déagóra
uí,us
Itheann,ritheann
ve,be
tua,trua
faiseanta,faisean
fhuil,fheil
phróiseas,próiseas
bPaorach,beorach
What,chat
gcoróin,coróin
hOifige,hoifige
gaillimh,oegaillimh
beathach,fathach
n,f
chuí,ghuí
fheidir,féidir
other,mother
rothaí,rothar
treise,breise
Tigh,Thigh
bunaitheoirí,buaiteoirí
Z,c
He,Ha
héadaí,éadaí
ranganna,bancanna
leasaithe,ceadaithe
mbaile,mbéile
iontach,aontacht
ag,ac
ag,bag
Rachaidh,rachaidh
A,k
athair,othair
nAingeal,aingeal
Sna,mna
gan,gar
Bainisteoir,bainisteoir
dícheall,doicheall
dearthóir,dearthár
no,on
bheart,beart
Ríochta,ríocht
fhichiú,bhfichiú
Party,Part
gceannaire,cheannaire
cúraimí,chúraim
linbh,libh
bhféile,bhfuil
iGaeilge,Gaeilige
chathair,gcathair
gin,sin
Ta,ra
NI,I
seas,sheas
deir,beir
ól,ol
leithead,leithéad
r,j
ó,ú
E,ú
Dr,Dár
cheannas,cheadúnas
yn,yr
chol,cheol
can,van
re,r
taifeadta,taifeadtaí
saineolaí,shaineolaí
tagairt,sagairt
Am,Ah
Gealltar,meallta
h,s
teann,leann
comortas,gcomórtas
No,eo
chabhair,ceathair
mórán,morán
dtalamh,thalamh
Earraigh,ardaigh
mbuíochas,buíochais
Leas,deas
bhfaighfeá,bhfaighfear
Muir,Muid
mhaslú,maslú
Air,Aire
blaganna,bhlaganna
La,ta
shaolta,chraolta
tús,bús
stailce,dtaisce
dhúnadh,chanadh
gcáipéisí,cháipéisí
K,n
chearta,bearta
seat,sea
cháis,chúis
